,Date,Time,Latit(N),Long(E),Depth(km),Magnitude,Region
476,2022.12.24,03:43:44,40.5123,37.1027,1.4,  1.6  ,SARIAGIL-BASCIFTLIK (TOKAT)
477,2022.12.24,03:11:21,40.5748,27.6327,13.6,  2.2  ,GUNDOGDU-MARMARA (BALIKESIR)
478,2022.12.24,02:56:17,37.7018,27.6147,15.0,  1.1  ,KIZILKAYA-KOCARLI (AYDIN)
479,2022.12.24,02:23:51,37.4313,37.1598,7.2,  2.5  ,ESKINARLI-PAZARCIK (KAHRAMANMARAS)
480,2022.12.24,02:11:59,38.7318,43.1748,3.8,  1.9  ,VAN GOLU
481,2022.12.24,02:05:14,37.4525,37.215,5.4,  1.2  ,BOLUKCAM-PAZARCIK (KAHRAMANMARAS)
482,2022.12.24,01:44:28,37.1315,28.574,11.4,  1.9  ,ARICILAR-ULA (MUGLA)
483,2022.12.24,01:24:09,38.2643,26.6488,16.0,  1.4  ,YAGCILAR-URLA (IZMIR)
484,2022.12.24,00:39:13,38.6212,27.9382,6.9,  1.5  ,HACIVELILER-GOLMARMARA (MANISA)
485,2022.12.24,00:35:58,40.1863,31.7227,6.4,  2.0  ,SEKLI-BEYPAZARI (ANKARA)
486,2022.12.24,00:29:54,40.8068,31.6585,5.0,  1.7  ,CUKUROREN-(BOLU)
487,2022.12.24,00:13:44,38.1813,30.9507,6.9,  2.2  ,KOKE-GELENDOST (ISPARTA)
488,2022.12.23,22:23:12,40.7738,30.967,12.5,  1.4  ,YESILOVA-GOLYAKA (DUZCE)
489,2022.12.23,22:21:11,40.7795,30.9648,7.7,  2.5  ,YAZLIK-GOLYAKA (DUZCE)
490,2022.12.23,22:14:58,38.2422,38.7982,5.0,  3.3  3.3,ORMANICI-PUTURGE (MALATYA)
491,2022.12.23,21:46:45,37.405,37.1353,10.3,  1.3  ,NARLI-PAZARCIK (KAHRAMANMARAS)
492,2022.12.23,21:28:40,34.8005,33.1218,5.0,  1.9  ,KIBRIS RUM KESIMI
493,2022.12.23,20:50:04,40.7887,31.3917,9.2,  2.5  ,DARIYERIBAKACAK-KAYNASLI (DUZCE)
494,2022.12.23,20:48:40,37.0735,28.392,18.2,  0.9  ,KIZILAGAC-ULA (MUGLA)
495,2022.12.23,20:46:54,36.9273,27.8967,5.4,  1.3  ,GOKOVA KORFEZI (MEDITERRANEAN SEA)
496,2022.12.23,20:39:28,39.9765,39.6007,5.4,  2.3  ,ESKIYOL-KELKIT (GUMUSHANE)
497,2022.12.23,20:37:20,39.531,28.0528,1.5,  1.3  ,ESENLI-BIGADIC (BALIKESIR)
498,</pre>],,,,,,
